,cfrplus Return Against random,Order
5331,-2.0,Second Moving
5332,-2.0,Second Moving
5333,-4.0,Second Moving
5334,0.0,Second Moving
5335,4.0,Second Moving
5336,0.0,Second Moving
5337,-2.0,Second Moving
5338,-4.0,Second Moving
5339,0.0,Second Moving
5340,2.0,Second Moving
5341,-6.0,Second Moving
5342,-2.0,Second Moving
5343,-2.0,Second Moving
5344,-1.0,Second Moving
5345,0.0,Second Moving
5346,0.0,Second Moving
5347,-3.0,Second Moving
5348,0.0,Second Moving
5349,0.0,Second Moving
5350,-4.0,Second Moving
5351,-2.0,Second Moving
5352,-3.0,Second Moving
5353,0.0,Second Moving
5354,0.0,Second Moving
5355,-6.0,Second Moving
5356,-1.0,Second Moving
5357,0.0,Second Moving
5358,-4.0,Second Moving
5359,2.0,Second Moving
5360,-1.0,Second Moving
5361,-4.0,Second Moving
5362,-2.0,Second Moving
5363,2.0,Second Moving
5364,-2.0,Second Moving
5365,0.0,Second Moving
5366,-4.0,Second Moving
5367,0.0,Second Moving
5368,4.0,Second Moving
5369,0.0,Second Moving
5370,-1.0,Second Moving
5371,-4.0,Second Moving
5372,-2.0,Second Moving
5373,-4.0,Second Moving
5374,-3.0,Second Moving
5375,2.0,Second Moving
5376,0.0,Second Moving
5377,-1.0,Second Moving
5378,2.0,Second Moving
5379,2.0,Second Moving
5380,-6.0,Second Moving
5381,-3.0,Second Moving
5382,0.0,Second Moving
5383,0.0,Second Moving
5384,-2.0,Second Moving
5385,-1.0,Second Moving
5386,0.0,Second Moving
5387,4.0,Second Moving
5388,0.0,Second Moving
5389,0.0,Second Moving
5390,0.0,Second Moving
5391,-1.0,Second Moving
5392,2.0,Second Moving
5393,0.0,Second Moving
5394,0.0,Second Moving
5395,-2.0,Second Moving
5396,-1.0,Second Moving
5397,4.0,Second Moving
5398,-4.0,Second Moving
5399,-2.0,Second Moving
5400,-3.0,Second Moving
5401,-4.0,Second Moving
5402,-1.0,Second Moving
5403,-3.0,Second Moving
5404,-2.0,Second Moving
5405,-7.0,Second Moving
5406,-2.0,Second Moving
5407,0.0,Second Moving
5408,-5.0,Second Moving
5409,-2.0,Second Moving
5410,0.0,Second Moving
5411,-2.0,Second Moving
5412,0.0,Second Moving
5413,-2.0,Second Moving
5414,-2.0,Second Moving
5415,4.0,Second Moving
5416,4.0,Second Moving
5417,-1.0,Second Moving
5418,-4.0,Second Moving
5419,0.0,Second Moving
5420,0.0,Second Moving
5421,-2.0,Second Moving
5422,-1.0,Second Moving
5423,0.0,Second Moving
5424,-1.0,Second Moving
5425,0.0,Second Moving
5426,0.0,Second Moving
5427,4.0,Second Moving
5428,-6.0,Second Moving
5429,4.0,Second Moving
5430,-1.0,Second Moving
5431,0.0,Second Moving
5432,-3.0,Second Moving
5433,-1.0,Second Moving
5434,-4.0,Second Moving
5435,0.0,Second Moving
5436,-5.0,Second Moving
5437,2.0,Second Moving
5438,-5.0,Second Moving
5439,-3.0,Second Moving
5440,0.0,Second Moving
5441,2.0,Second Moving
5442,2.0,Second Moving
5443,0.0,Second Moving
5444,-4.0,Second Moving
5445,4.0,Second Moving
5446,-2.0,Second Moving
5447,-1.0,Second Moving
5448,-6.0,Second Moving
5449,0.0,Second Moving
5450,4.0,Second Moving
5451,-4.0,Second Moving
5452,-4.0,Second Moving
5453,-4.0,Second Moving
5454,0.0,Second Moving
5455,4.0,Second Moving
5456,-2.0,Second Moving
5457,-6.0,Second Moving
5458,-1.0,Second Moving
5459,-6.0,Second Moving
5460,-4.0,Second Moving
5461,-6.0,Second Moving
5462,-1.0,Second Moving
5463,-2.0,Second Moving
5464,4.0,Second Moving
5465,0.0,Second Moving
5466,-1.0,Second Moving
5467,-2.0,Second Moving
5468,0.0,Second Moving
5469,0.0,Second Moving
5470,-2.0,Second Moving
5471,-2.0,Second Moving
5472,-2.0,Second Moving
5473,-2.0,Second Moving
5474,-1.0,Second Moving
5475,0.0,Second Moving
5476,2.0,Second Moving
5477,-4.0,Second Moving
5478,2.0,Second Moving
5479,-1.0,Second Moving
5480,4.0,Second Moving
5481,-4.0,Second Moving
5482,-3.0,Second Moving
5483,0.0,Second Moving
5484,-3.0,Second Moving
5485,0.0,Second Moving
5486,-5.0,Second Moving
5487,-4.0,Second Moving
5488,0.0,Second Moving
5489,-3.0,Second Moving
5490,0.0,Second Moving
5491,-4.0,Second Moving
5492,0.0,Second Moving
5493,-2.0,Second Moving
5494,0.0,Second Moving
5495,-2.0,Second Moving
5496,-4.0,Second Moving
5497,2.0,Second Moving
5498,-2.0,Second Moving
5499,-3.0,Second Moving
5500,-2.0,Second Moving
5501,0.0,Second Moving
5502,-2.0,Second Moving
5503,-3.0,Second Moving
5504,0.0,Second Moving
5505,-4.0,Second Moving
5506,0.0,Second Moving
5507,0.0,Second Moving
5508,-1.0,Second Moving
5509,0.0,Second Moving
5510,-4.0,Second Moving
5511,-5.0,Second Moving
5512,-4.0,Second Moving
5513,0.0,Second Moving
5514,0.0,Second Moving
5515,4.0,Second Moving
5516,-2.0,Second Moving
5517,0.0,Second Moving
5518,-1.0,Second Moving
5519,0.0,Second Moving
5520,-3.0,Second Moving
5521,-2.0,Second Moving
5522,-2.0,Second Moving
5523,0.0,Second Moving
5524,0.0,Second Moving
5525,0.0,Second Moving
5526,0.0,Second Moving
5527,-2.0,Second Moving
5528,-4.0,Second Moving
5529,-1.0,Second Moving
5530,2.0,Second Moving
5531,-3.0,Second Moving
5532,-1.0,Second Moving
5533,-1.0,Second Moving
5534,0.0,Second Moving
5535,-3.0,Second Moving
5536,-2.0,Second Moving
5537,-1.0,Second Moving
5538,0.0,Second Moving
5539,-2.0,Second Moving
5540,2.0,Second Moving
5541,0.0,Second Moving
5542,0.0,Second Moving
5543,0.0,Second Moving
5544,-2.0,Second Moving
5545,0.0,Second Moving
5546,-1.0,Second Moving
5547,-1.0,Second Moving
5548,-2.0,Second Moving
5549,-2.0,Second Moving
5550,-2.0,Second Moving
5551,-3.0,Second Moving
5552,-4.0,Second Moving
5553,2.0,Second Moving
5554,2.0,Second Moving
5555,2.0,Second Moving
5556,2.0,Second Moving
5557,4.0,Second Moving
5558,4.0,Second Moving
5559,-4.0,Second Moving
5560,-2.0,Second Moving
5561,4.0,Second Moving
5562,0.0,Second Moving
5563,0.0,Second Moving
5564,-3.0,Second Moving
5565,0.0,Second Moving
5566,0.0,Second Moving
5567,-6.0,Second Moving
5568,-3.0,Second Moving
5569,0.0,Second Moving
5570,-1.0,Second Moving
5571,-2.0,Second Moving
5572,-1.0,Second Moving
5573,-3.0,Second Moving
5574,0.0,Second Moving
5575,-2.0,Second Moving
5576,0.0,Second Moving
5577,-4.0,Second Moving
5578,2.0,Second Moving
5579,-1.0,Second Moving
5580,0.0,Second Moving
5581,-2.0,Second Moving
5582,4.0,Second Moving
5583,0.0,Second Moving
5584,-2.0,Second Moving
5585,2.0,Second Moving
5586,-4.0,Second Moving
5587,-2.0,Second Moving
5588,0.0,Second Moving
5589,-2.0,Second Moving
5590,-1.0,Second Moving
5591,-2.0,Second Moving
5592,-1.0,Second Moving
5593,2.0,Second Moving
5594,4.0,Second Moving
5595,2.0,Second Moving
5596,-2.0,Second Moving
5597,2.0,Second Moving
5598,-4.0,Second Moving
5599,-1.0,Second Moving
5600,0.0,Second Moving
5601,0.0,Second Moving
5602,0.0,Second Moving
5603,0.0,Second Moving
5604,-7.0,Second Moving
5605,-4.0,Second Moving
5606,0.0,Second Moving
5607,0.0,Second Moving
5608,4.0,Second Moving
5609,-7.0,Second Moving
5610,-2.0,Second Moving
5611,-4.0,Second Moving
5612,-4.0,Second Moving
5613,0.0,Second Moving
5614,-4.0,Second Moving
5615,0.0,Second Moving
5616,0.0,Second Moving
5617,-2.0,Second Moving
5618,0.0,Second Moving
5619,0.0,Second Moving
5620,-2.0,Second Moving
5621,-4.0,Second Moving
5622,-2.0,Second Moving
5623,-2.0,Second Moving
5624,-1.0,Second Moving
5625,-4.0,Second Moving
5626,-3.0,Second Moving
5627,-2.0,Second Moving
5628,-5.0,Second Moving
5629,0.0,Second Moving
5630,0.0,Second Moving
5631,-2.0,Second Moving
5632,-2.0,Second Moving
5633,-4.0,Second Moving
5634,0.0,Second Moving
5635,-1.0,Second Moving
5636,0.0,Second Moving
5637,-2.0,Second Moving
5638,-2.0,Second Moving
5639,-2.0,Second Moving
5640,-4.0,Second Moving
5641,2.0,Second Moving
5642,0.0,Second Moving
5643,-2.0,Second Moving
5644,0.0,Second Moving
5645,-1.0,Second Moving
5646,-2.0,Second Moving
5647,-4.0,Second Moving
5648,2.0,Second Moving
5649,0.0,Second Moving
5650,2.0,Second Moving
5651,0.0,Second Moving
5652,-6.0,Second Moving
5653,0.0,Second Moving
5654,0.0,Second Moving
5655,-2.0,Second Moving
5656,0.0,Second Moving
5657,-4.0,Second Moving
5658,4.0,Second Moving
5659,-2.0,Second Moving
5660,-2.0,Second Moving
5661,-2.0,Second Moving
5662,-6.0,Second Moving
5663,0.0,Second Moving
5664,-4.0,Second Moving
5665,0.0,Second Moving
5666,-5.0,Second Moving
5667,-5.0,Second Moving
5668,0.0,Second Moving
5669,-2.0,Second Moving
5670,-4.0,Second Moving
5671,4.0,Second Moving
5672,2.0,Second Moving
5673,0.0,Second Moving
5674,0.0,Second Moving
5675,-4.0,Second Moving
5676,-2.0,Second Moving
5677,-4.0,Second Moving
5678,-4.0,Second Moving
5679,4.0,Second Moving
5680,-5.0,Second Moving
5681,-3.0,Second Moving
5682,-5.0,Second Moving
5683,-3.0,Second Moving
5684,0.0,Second Moving
5685,-2.0,Second Moving
5686,-1.0,Second Moving
5687,0.0,Second Moving
5688,-1.0,Second Moving
5689,-3.0,Second Moving
5690,-4.0,Second Moving
5691,0.0,Second Moving
5692,-3.0,Second Moving
5693,0.0,Second Moving
5694,0.0,Second Moving
5695,-2.0,Second Moving
5696,2.0,Second Moving
5697,0.0,Second Moving
5698,-1.0,Second Moving
5699,-4.0,Second Moving
5700,-2.0,Second Moving
5701,2.0,Second Moving
5702,-4.0,Second Moving
5703,-1.0,Second Moving
5704,4.0,Second Moving
5705,-4.0,Second Moving
5706,0.0,Second Moving
5707,-2.0,Second Moving
5708,4.0,Second Moving
5709,0.0,Second Moving
5710,2.0,Second Moving
5711,-2.0,Second Moving
5712,4.0,Second Moving
5713,-4.0,Second Moving
5714,-4.0,Second Moving
5715,0.0,Second Moving
5716,0.0,Second Moving
5717,-2.0,Second Moving
5718,-1.0,Second Moving
5719,2.0,Second Moving
5720,0.0,Second Moving
5721,-4.0,Second Moving
5722,-3.0,Second Moving
5723,-4.0,Second Moving
5724,-4.0,Second Moving
5725,-4.0,Second Moving
5726,-2.0,Second Moving
5727,4.0,Second Moving
5728,-3.0,Second Moving
5729,0.0,Second Moving
5730,-2.0,Second Moving
5731,-4.0,Second Moving
5732,-4.0,Second Moving
5733,-4.0,Second Moving
5734,-3.0,Second Moving
5735,2.0,Second Moving
5736,-2.0,Second Moving
5737,4.0,Second Moving
5738,-4.0,Second Moving
5739,0.0,Second Moving
5740,-4.0,Second Moving
5741,-3.0,Second Moving
5742,2.0,Second Moving
5743,-2.0,Second Moving
5744,0.0,Second Moving
5745,-3.0,Second Moving
5746,-2.0,Second Moving
5747,-1.0,Second Moving
5748,-3.0,Second Moving
5749,-3.0,Second Moving
5750,0.0,Second Moving
5751,0.0,Second Moving
5752,-2.0,Second Moving
5753,-6.0,Second Moving
5754,-4.0,Second Moving
5755,-2.0,Second Moving
5756,4.0,Second Moving
5757,-4.0,Second Moving
5758,-6.0,Second Moving
5759,-2.0,Second Moving
5760,-1.0,Second Moving
5761,4.0,Second Moving
5762,2.0,Second Moving
5763,-2.0,Second Moving
5764,-2.0,Second Moving
5765,4.0,Second Moving
5766,4.0,Second Moving
5767,0.0,Second Moving
5768,-2.0,Second Moving
5769,-7.0,Second Moving
5770,-2.0,Second Moving
5771,0.0,Second Moving
5772,2.0,Second Moving
5773,-4.0,Second Moving
5774,0.0,Second Moving
5775,-4.0,Second Moving
5776,-1.0,Second Moving
5777,0.0,Second Moving
5778,2.0,Second Moving
5779,0.0,Second Moving
5780,0.0,Second Moving
5781,-2.0,Second Moving
5782,-1.0,Second Moving
5783,-4.0,Second Moving
5784,-3.0,Second Moving
5785,2.0,Second Moving
5786,-2.0,Second Moving
5787,-2.0,Second Moving
5788,0.0,Second Moving
5789,0.0,Second Moving
5790,-3.0,Second Moving
5791,-2.0,Second Moving
5792,-1.0,Second Moving
5793,-4.0,Second Moving
5794,-2.0,Second Moving
5795,-3.0,Second Moving
5796,-4.0,Second Moving
5797,-2.0,Second Moving
5798,-1.0,Second Moving
5799,-3.0,Second Moving
5800,-6.0,Second Moving
5801,-3.0,Second Moving
5802,-2.0,Second Moving
5803,-4.0,Second Moving
5804,-2.0,Second Moving
5805,-5.0,Second Moving
5806,0.0,Second Moving
5807,-2.0,Second Moving
5808,-2.0,Second Moving
5809,-4.0,Second Moving
5810,-4.0,Second Moving
5811,-1.0,Second Moving
5812,0.0,Second Moving
5813,-2.0,Second Moving
5814,0.0,Second Moving
5815,4.0,Second Moving
5816,0.0,Second Moving
5817,-2.0,Second Moving
5818,-4.0,Second Moving
5819,-1.0,Second Moving
5820,0.0,Second Moving
5821,-1.0,Second Moving
5822,-7.0,Second Moving
5823,-2.0,Second Moving
5824,-2.0,Second Moving
5825,-4.0,Second Moving
5826,0.0,Second Moving
5827,-2.0,Second Moving
5828,-7.0,Second Moving
5829,-2.0,Second Moving
5830,-4.0,Second Moving
5831,-1.0,Second Moving
5832,0.0,Second Moving
5833,4.0,Second Moving
5834,-1.0,Second Moving
5835,0.0,Second Moving
5836,-4.0,Second Moving
5837,-4.0,Second Moving
5838,-2.0,Second Moving
5839,-2.0,Second Moving
5840,0.0,Second Moving
5841,-2.0,Second Moving
5842,-4.0,Second Moving
5843,0.0,Second Moving
5844,0.0,Second Moving
5845,-1.0,Second Moving
5846,0.0,Second Moving
5847,0.0,Second Moving
5848,-2.0,Second Moving
5849,-3.0,Second Moving
5850,0.0,Second Moving
5851,-3.0,Second Moving
5852,-2.0,Second Moving
5853,-2.0,Second Moving
5854,-4.0,Second Moving
5855,-4.0,Second Moving
5856,-1.0,Second Moving
5857,-1.0,Second Moving
5858,-4.0,Second Moving
5859,0.0,Second Moving
5860,-1.0,Second Moving
5861,-4.0,Second Moving
5862,-4.0,Second Moving
5863,-3.0,Second Moving
5864,-2.0,Second Moving
5865,-2.0,Second Moving
5866,0.0,Second Moving
5867,-2.0,Second Moving
5868,0.0,Second Moving
5869,-2.0,Second Moving
5870,-4.0,Second Moving
5871,0.0,Second Moving
5872,0.0,Second Moving
5873,-3.0,Second Moving
5874,-7.0,Second Moving
5875,-7.0,Second Moving
5876,-5.0,Second Moving
5877,-2.0,Second Moving
5878,0.0,Second Moving
5879,-3.0,Second Moving
5880,0.0,Second Moving
5881,0.0,Second Moving
5882,0.0,Second Moving
5883,4.0,Second Moving
5884,-2.0,Second Moving
5885,-1.0,Second Moving
5886,-3.0,Second Moving
5887,-2.0,Second Moving
5888,-2.0,Second Moving
5889,-2.0,Second Moving
5890,0.0,Second Moving
5891,4.0,Second Moving
5892,0.0,Second Moving
5893,0.0,Second Moving
5894,-2.0,Second Moving
5895,2.0,Second Moving
5896,-2.0,Second Moving
5897,-2.0,Second Moving
5898,4.0,Second Moving
5899,0.0,Second Moving
5900,4.0,Second Moving
5901,0.0,Second Moving
5902,-6.0,Second Moving
5903,-4.0,Second Moving
5904,0.0,Second Moving
5905,4.0,Second Moving
5906,0.0,Second Moving
5907,-2.0,Second Moving
5908,0.0,Second Moving
5909,-4.0,Second Moving
5910,0.0,Second Moving
5911,4.0,Second Moving
5912,-1.0,Second Moving
5913,-2.0,Second Moving
5914,-4.0,Second Moving
5915,0.0,Second Moving
5916,4.0,Second Moving
5917,-5.0,Second Moving
5918,-2.0,Second Moving
5919,-1.0,Second Moving
5920,-4.0,Second Moving
5921,-2.0,Second Moving
5922,-4.0,Second Moving
5923,-1.0,Second Moving
5924,-3.0,Second Moving
5925,-7.0,Second Moving
5926,0.0,Second Moving
5927,-4.0,Second Moving
5928,-1.0,Second Moving
5929,-6.0,Second Moving
5930,4.0,Second Moving
5931,-4.0,Second Moving
5932,-1.0,Second Moving
5933,-5.0,Second Moving
5934,-6.0,Second Moving
5935,0.0,Second Moving
5936,2.0,Second Moving
5937,-4.0,Second Moving
5938,0.0,Second Moving
5939,0.0,Second Moving
5940,-4.0,Second Moving
5941,0.0,Second Moving
5942,-2.0,Second Moving
5943,-2.0,Second Moving
5944,-4.0,Second Moving
5945,-2.0,Second Moving
5946,0.0,Second Moving
5947,-1.0,Second Moving
5948,2.0,Second Moving
5949,-2.0,Second Moving
5950,2.0,Second Moving
5951,2.0,Second Moving
5952,4.0,Second Moving
5953,-1.0,Second Moving
5954,0.0,Second Moving
5955,-1.0,Second Moving
5956,-4.0,Second Moving
5957,2.0,Second Moving
5958,-3.0,Second Moving
5959,-4.0,Second Moving
5960,0.0,Second Moving
5961,-2.0,Second Moving
5962,-4.0,Second Moving
5963,4.0,Second Moving
5964,-2.0,Second Moving
5965,-2.0,Second Moving
5966,-6.0,Second Moving
5967,0.0,Second Moving
5968,0.0,Second Moving
5969,2.0,Second Moving
5970,2.0,Second Moving
5971,-4.0,Second Moving
5972,-1.0,Second Moving
5973,-2.0,Second Moving
5974,4.0,Second Moving
5975,-3.0,Second Moving
5976,-4.0,Second Moving
5977,0.0,Second Moving
5978,0.0,Second Moving
5979,-6.0,Second Moving
5980,-2.0,Second Moving
5981,0.0,Second Moving
5982,2.0,Second Moving
5983,4.0,Second Moving
5984,-1.0,Second Moving
5985,-2.0,Second Moving
5986,-4.0,Second Moving
5987,0.0,Second Moving
5988,2.0,Second Moving
5989,-2.0,Second Moving
5990,2.0,Second Moving
5991,-4.0,Second Moving
5992,0.0,Second Moving
5993,2.0,Second Moving
5994,-2.0,Second Moving
5995,-2.0,Second Moving
5996,2.0,Second Moving
5997,-2.0,Second Moving
5998,2.0,Second Moving
5999,0.0,Second Moving
6000,3.0,First Moving
6001,2.0,First Moving
6002,6.0,First Moving
6003,4.0,First Moving
6004,3.0,First Moving
6005,4.0,First Moving
6006,0.0,First Moving
6007,2.0,First Moving
6008,4.0,First Moving
6009,4.0,First Moving
6010,2.0,First Moving
6011,4.0,First Moving
6012,1.0,First Moving
6013,1.0,First Moving
6014,0.0,First Moving
6015,4.0,First Moving
6016,4.0,First Moving
6017,2.0,First Moving
6018,7.0,First Moving
6019,4.0,First Moving
6020,4.0,First Moving
6021,0.0,First Moving
6022,2.0,First Moving
6023,0.0,First Moving
6024,3.0,First Moving
6025,0.0,First Moving
6026,2.0,First Moving
6027,2.0,First Moving
6028,0.0,First Moving
6029,2.0,First Moving
6030,0.0,First Moving
6031,7.0,First Moving
6032,4.0,First Moving
6033,3.0,First Moving
6034,0.0,First Moving
6035,4.0,First Moving
6036,2.0,First Moving
6037,1.0,First Moving
6038,4.0,First Moving
6039,3.0,First Moving
6040,-2.0,First Moving
6041,6.0,First Moving
6042,0.0,First Moving
6043,0.0,First Moving
6044,0.0,First Moving
6045,1.0,First Moving
6046,0.0,First Moving
6047,4.0,First Moving
6048,4.0,First Moving
6049,2.0,First Moving
6050,1.0,First Moving
6051,0.0,First Moving
6052,2.0,First Moving
6053,2.0,First Moving
6054,2.0,First Moving
6055,3.0,First Moving
6056,0.0,First Moving
6057,2.0,First Moving
6058,0.0,First Moving
6059,0.0,First Moving
6060,2.0,First Moving
6061,3.0,First Moving
6062,0.0,First Moving
6063,2.0,First Moving
6064,1.0,First Moving
6065,7.0,First Moving
6066,2.0,First Moving
6067,3.0,First Moving
6068,0.0,First Moving
6069,2.0,First Moving
6070,2.0,First Moving
6071,4.0,First Moving
6072,4.0,First Moving
6073,0.0,First Moving
6074,1.0,First Moving
6075,-2.0,First Moving
6076,2.0,First Moving
6077,2.0,First Moving
6078,0.0,First Moving
6079,4.0,First Moving
6080,2.0,First Moving
6081,2.0,First Moving
6082,2.0,First Moving
6083,0.0,First Moving
6084,1.0,First Moving
6085,2.0,First Moving
6086,7.0,First Moving
6087,2.0,First Moving
6088,-2.0,First Moving
6089,3.0,First Moving
6090,2.0,First Moving
6091,2.0,First Moving
6092,1.0,First Moving
6093,1.0,First Moving
6094,4.0,First Moving
6095,0.0,First Moving
6096,2.0,First Moving
6097,6.0,First Moving
6098,0.0,First Moving
6099,7.0,First Moving
6100,2.0,First Moving
6101,2.0,First Moving
6102,2.0,First Moving
6103,2.0,First Moving
6104,2.0,First Moving
6105,4.0,First Moving
6106,2.0,First Moving
6107,4.0,First Moving
6108,1.0,First Moving
6109,3.0,First Moving
6110,2.0,First Moving
6111,0.0,First Moving
6112,0.0,First Moving
6113,4.0,First Moving
6114,5.0,First Moving
6115,2.0,First Moving
6116,2.0,First Moving
6117,4.0,First Moving
6118,5.0,First Moving
6119,0.0,First Moving
6120,0.0,First Moving
6121,-2.0,First Moving
6122,2.0,First Moving
6123,1.0,First Moving
6124,0.0,First Moving
6125,4.0,First Moving
6126,2.0,First Moving
6127,7.0,First Moving
6128,0.0,First Moving
6129,4.0,First Moving
6130,2.0,First Moving
6131,3.0,First Moving
6132,3.0,First Moving
6133,3.0,First Moving
6134,2.0,First Moving
6135,3.0,First Moving
6136,4.0,First Moving
6137,0.0,First Moving
6138,4.0,First Moving
6139,3.0,First Moving
6140,3.0,First Moving
6141,0.0,First Moving
6142,6.0,First Moving
6143,2.0,First Moving
6144,2.0,First Moving
6145,0.0,First Moving
6146,1.0,First Moving
6147,2.0,First Moving
6148,3.0,First Moving
6149,2.0,First Moving
6150,1.0,First Moving
6151,0.0,First Moving
6152,0.0,First Moving
6153,2.0,First Moving
6154,2.0,First Moving
6155,-2.0,First Moving
6156,1.0,First Moving
6157,7.0,First Moving
6158,6.0,First Moving
6159,0.0,First Moving
6160,4.0,First Moving
6161,2.0,First Moving
6162,6.0,First Moving
6163,2.0,First Moving
6164,7.0,First Moving
6165,0.0,First Moving
6166,4.0,First Moving
6167,1.0,First Moving
6168,2.0,First Moving
6169,4.0,First Moving
6170,2.0,First Moving
6171,0.0,First Moving
6172,0.0,First Moving
6173,2.0,First Moving
6174,4.0,First Moving
6175,2.0,First Moving
6176,4.0,First Moving
6177,1.0,First Moving
6178,2.0,First Moving
6179,2.0,First Moving
6180,2.0,First Moving
6181,2.0,First Moving
6182,3.0,First Moving
6183,1.0,First Moving
6184,0.0,First Moving
6185,6.0,First Moving
6186,4.0,First Moving
6187,4.0,First Moving
6188,4.0,First Moving
6189,3.0,First Moving
6190,2.0,First Moving
6191,2.0,First Moving
6192,2.0,First Moving
6193,5.0,First Moving
6194,0.0,First Moving
6195,4.0,First Moving
6196,2.0,First Moving
6197,2.0,First Moving
6198,4.0,First Moving
6199,2.0,First Moving
6200,4.0,First Moving
6201,0.0,First Moving
6202,4.0,First Moving
6203,1.0,First Moving
6204,3.0,First Moving
